math,eng,state,years
461,326,Virginia,2020
473,229,Arizona,2019
695,685,Rhode Island,2021
474,602,Minnesota,2020
586,526,Florida,2020
791,260,Nebraska,2019
370,526,Arkansas,2020
223,238,New Hampshire,2021
546,697,Maine,2021
795,753,South Carolina,2020
692,513,Wisconsin,2021
417,719,Wisconsin,2020
435,348,Nebraska,2019
783,301,New Jersey,2021
393,597,New York,2019
229,505,Arkansas,2021
689,676,Arkansas,2020
279,415,Louisiana,2021
437,432,Georgia,2021
474,256,Vermont,2021
302,701,Maryland,2019
293,308,New Jersey,2021
329,383,Nevada,2019
447,323,Iowa,2019
335,526,Michigan,2021
268,227,Pennsylvania,2021
533,741,Alabama,2021
535,454,Florida,2019
780,738,Idaho,2019
357,407,Wisconsin,2021
698,579,New Mexico,2021
676,476,New Mexico,2020
685,702,Alaska,2019
265,610,Montana,2019
509,704,Wyoming,2019
551,512,Texas,2019
726,228,Hawaii,2021
425,232,Missouri,2020
649,212,South Dakota,2020
307,681,California,2021
736,693,New Jersey,2021
455,751,California,2020
732,612,North Dakota,2020
707,640,Louisiana,2019
456,520,Texas,2021
558,747,Kansas,2019
775,432,Iowa,2021
254,222,Wyoming,2020
566,732,Pennsylvania,2021
227,301,Alaska,2021
773,308,Georgia,2019
258,636,West Virginia,2019
384,504,Washington,2021
778,253,Nevada,2020
562,367,Indiana,2021
697,522,Massachusetts,2020
211,701,Indiana,2020
687,204,Massachusetts,2020
218,308,Minnesota,2019
703,517,Hawaii,2020
669,248,Kentucky,2020
660,377,Ohio,2020
218,674,Montana,2019
471,704,South Carolina,2020
777,580,Illinois,2021
401,484,Connecticut,2020
492,584,Michigan,2019
316,732,Pennsylvania,2021
372,295,New York,2020
449,364,Minnesota,2020
509,771,Iowa,2020
642,480,Virginia,2020
474,494,Nevada,2021
266,242,Georgia,2020
674,251,Alaska,2021
688,726,Tennessee,2020
538,780,North Carolina,2021
260,550,Nebraska,2020
738,242,Ohio,2021
545,222,Alabama,2019
395,291,Pennsylvania,2021
399,307,Idaho,2021
484,636,Wyoming,2021
704,388,Hawaii,2021
756,753,Nevada,2019
253,540,Colorado,2021
530,276,Washington,2020
308,731,North Dakota,2020
506,752,New Mexico,2019
720,201,New Jersey,2020
407,677,Tennessee,2020
489,266,Iowa,2021
471,624,Rhode Island,2021
325,287,Nevada,2019
412,326,Missouri,2021
202,354,Oregon,2020
505,383,Minnesota,2019
542,651,Louisiana,2021
691,314,Utah,2021
762,642,Alabama,2020
500,355,Minnesota,2021
744,331,Illinois,2020
652,554,Kentucky,2020
662,782,Virginia,2021
426,594,Wyoming,2019
207,593,Kentucky,2019
388,682,Indiana,2021
757,480,North Carolina,2020
664,682,North Dakota,2020
459,697,California,2021
478,454,North Carolina,2020
559,709,Illinois,2019
462,428,Indiana,2020
738,655,New Hampshire,2021
392,757,Pennsylvania,2021
363,609,Hawaii,2020
337,441,California,2019
628,721,Virginia,2020
358,617,Washington,2019
468,326,New Mexico,2019
580,213,Delaware,2021
347,576,Nevada,2021
496,634,Florida,2019
672,730,Maryland,2020
353,327,Virginia,2020
661,204,North Carolina,2021
596,670,Minnesota,2021
695,462,Illinois,2020
572,264,Mississippi,2021
285,761,Iowa,2020
327,592,Florida,2019
310,613,Oklahoma,2020
730,705,Texas,2021
693,566,New York,2019
566,229,Alabama,2020
515,354,Montana,2020
389,363,Pennsylvania,2021
657,571,Wyoming,2020
462,787,New Mexico,2021
360,423,Massachusetts,2021
213,531,Nevada,2021
788,289,Mississippi,2021
401,723,New Hampshire,2019
589,538,South Carolina,2020
759,272,Utah,2020
310,568,Indiana,2021
576,340,Idaho,2019
708,487,Tennessee,2021
443,405,North Dakota,2019
738,682,Rhode Island,2021
274,390,Utah,2020
282,550,Kansas,2020
591,243,Illinois,2020
259,503,Alabama,2019
554,437,Utah,2019
652,399,West Virginia,2020
503,701,Maine,2019
207,484,Florida,2019
246,629,Utah,2019
626,629,Alaska,2020
510,675,Kentucky,2019
423,322,Kentucky,2019
724,330,Utah,2021
335,769,Nebraska,2021
420,402,California,2019
500,604,Arkansas,2019
212,762,Texas,2019
380,440,Nebraska,2021
223,611,New Jersey,2020
506,709,Ohio,2020
706,465,Kentucky,2021
602,694,Washington,2019
655,504,Rhode Island,2021
691,440,Maine,2021
537,328,Connecticut,2020
712,774,Florida,2021
703,361,Alabama,2021
564,656,Vermont,2019
631,230,Alaska,2019
716,467,Colorado,2019
543,603,New Mexico,2019
466,295,Nebraska,2020
418,510,Maryland,2021
700,541,Arkansas,2021
335,601,Alabama,2019
788,277,Utah,2021
733,779,West Virginia,2021
281,716,New Hampshire,2020
504,424,Virginia,2020
203,381,Arkansas,2020
735,720,Connecticut,2020
753,587,Massachusetts,2020
274,680,South Dakota,2021
699,747,Nebraska,2019
299,756,Minnesota,2019
560,503,North Dakota,2021
434,324,Missouri,2020
617,284,California,2021
567,291,Idaho,2020
710,282,Vermont,2020
706,608,Delaware,2019
520,383,Wyoming,2019
451,578,Washington,2021
226,324,South Carolina,2019
630,339,Wisconsin,2019
399,642,Alaska,2021
647,222,Texas,2020
341,648,New Hampshire,2019
650,631,Texas,2020
794,398,Wyoming,2019
511,303,Oklahoma,2021
553,522,Hawaii,2020
601,660,North Dakota,2020
452,405,Arizona,2019
394,219,Pennsylvania,2021
657,359,Idaho,2021
275,766,Hawaii,2019
504,476,New Mexico,2019
529,204,West Virginia,2021
509,426,New Mexico,2021
653,546,Utah,2019
307,475,Vermont,2020
520,677,California,2020
266,580,North Carolina,2019
280,772,New Hampshire,2019
756,571,Utah,2021
290,265,Connecticut,2019
415,597,Florida,2021
358,467,Oklahoma,2020
561,699,Iowa,2019
326,390,Florida,2020
368,428,Texas,2020
226,706,Georgia,2020
291,744,South Carolina,2020
584,487,Idaho,2020
445,475,Illinois,2020
774,677,Oklahoma,2021
226,799,Connecticut,2020
272,775,Texas,2021
531,616,Washington,2021
526,705,North Carolina,2019
722,263,Colorado,2021
639,757,New Mexico,2019
647,310,Vermont,2020
233,249,Wyoming,2019
633,773,Kentucky,2020
437,589,Minnesota,2020
462,551,Georgia,2019
361,778,North Carolina,2020
466,358,Oklahoma,2019
472,253,Florida,2019
263,576,Maine,2021
350,356,Tennessee,2019
292,740,Michigan,2020
343,529,South Dakota,2019
259,636,Wisconsin,2021
320,767,Colorado,2020
592,698,California,2019
447,475,Washington,2021
451,781,Massachusetts,2020
265,441,Massachusetts,2021
514,369,West Virginia,2019
515,357,New York,2020
575,443,Virginia,2019
740,413,New York,2020
443,459,Arizona,2020
753,206,Indiana,2019
701,796,Missouri,2020
762,671,Missouri,2019
397,627,North Carolina,2019
206,296,North Dakota,2020
304,542,Iowa,2019
343,500,Tennessee,2020
606,507,California,2020
692,791,Indiana,2021
776,476,Kansas,2021
541,639,Ohio,2019
535,412,South Carolina,2021
595,500,North Carolina,2021
784,652,North Dakota,2021
238,613,Illinois,2021
632,501,New York,2021
709,540,North Dakota,2021
513,362,Indiana,2020
691,782,North Carolina,2019
566,785,Wyoming,2020
637,288,Oregon,2020
671,585,Arizona,2020
406,741,Texas,2019
670,301,New Mexico,2021
743,730,Hawaii,2019
263,441,Washington,2021
748,401,Rhode Island,2019
401,303,Montana,2020
775,799,Massachusetts,2021
287,510,Idaho,2019
638,756,North Dakota,2019
737,331,Montana,2021
490,256,Delaware,2021
620,220,California,2019
340,417,Idaho,2019
352,559,Texas,2019
677,381,Oregon,2021
784,704,North Dakota,2020
796,586,Washington,2020
272,467,Wyoming,2021
425,791,Virginia,2021
499,503,Montana,2020
369,648,Nebraska,2020
337,670,Pennsylvania,2019
699,312,Hawaii,2020
311,547,Alabama,2020
676,685,New Mexico,2019
620,480,Maryland,2021
243,469,Arkansas,2020
220,790,Kansas,2019
696,298,Mississippi,2021
211,688,Idaho,2021
255,708,Pennsylvania,2020
523,467,Michigan,2020
424,288,New Hampshire,2020
433,708,Louisiana,2020
226,448,Indiana,2020
423,435,Nebraska,2019
615,565,Alaska,2019
637,240,Massachusetts,2021
434,548,Utah,2019
408,552,Delaware,2019
337,637,Iowa,2019
781,790,Oklahoma,2019
796,417,New Hampshire,2020
344,679,Nevada,2019
795,632,Alaska,2019
730,219,Michigan,2019
508,214,Rhode Island,2021
689,782,Montana,2021
686,379,Illinois,2020
607,508,Nevada,2021
522,793,North Carolina,2020
389,538,Florida,2021
764,215,Alaska,2019
424,740,Hawaii,2019
794,491,Colorado,2019
230,768,Maine,2021
419,541,Minnesota,2021
234,479,Alabama,2019
788,702,Connecticut,2021
630,691,Oklahoma,2020
370,622,Kentucky,2021
728,494,Colorado,2019
551,508,West Virginia,2021
512,293,New York,2021
604,692,Washington,2021
690,675,Nebraska,2020
234,603,Idaho,2019
627,394,New Mexico,2019
635,268,Indiana,2021
553,721,New Jersey,2020
799,258,Rhode Island,2020
773,423,Mississippi,2020
302,203,Washington,2020
654,295,Indiana,2021
450,368,Florida,2021
346,646,South Dakota,2020
720,396,Colorado,2019
699,213,New York,2021
709,215,Nevada,2021
212,389,Oregon,2021
359,770,Hawaii,2021
439,477,Georgia,2020
695,474,North Carolina,2020
261,389,South Carolina,2021
468,307,Alaska,2021
563,385,Massachusetts,2021
356,573,West Virginia,2020
597,466,South Dakota,2019
714,593,Alaska,2021
744,316,Mississippi,2019
727,422,Delaware,2021
502,768,Alaska,2019
425,482,North Carolina,2021
769,796,South Dakota,2019
346,530,South Dakota,2021
647,597,California,2019
279,384,Vermont,2020
586,329,Arkansas,2019
768,321,Maine,2020
415,367,California,2020
638,771,Idaho,2020
754,597,Illinois,2020
444,358,Connecticut,2021
568,663,Missouri,2019
575,449,Nevada,2020
299,750,Hawaii,2020
279,353,North Carolina,2021
453,376,New York,2020
700,506,Arkansas,2021
604,220,Mississippi,2020
674,568,South Carolina,2020
541,374,Kansas,2020
390,573,Massachusetts,2021
541,370,Maine,2019
525,466,Wyoming,2019
366,733,Connecticut,2019
388,288,New York,2021
405,559,Wisconsin,2021
787,532,Ohio,2021
249,705,Massachusetts,2020
715,239,Mississippi,2021
680,390,Oklahoma,2019
572,535,South Carolina,2021
368,249,New Hampshire,2019
371,371,Vermont,2019
383,255,Vermont,2019
727,682,Louisiana,2020
215,476,Nebraska,2021
299,322,Ohio,2020
342,776,Kentucky,2019
253,346,Georgia,2021
673,493,Ohio,2019
432,686,New Jersey,2021
207,509,Louisiana,2019
593,667,Alabama,2019
595,432,Delaware,2020
641,639,North Dakota,2020
321,627,North Carolina,2020
678,255,Montana,2019
635,336,Ohio,2020
509,708,New Hampshire,2020
462,789,Kentucky,2020
416,383,Pennsylvania,2019
287,261,North Carolina,2020
244,748,Arizona,2021
309,390,Nevada,2019
675,550,Alabama,2020
359,322,Massachusetts,2019
364,280,Alaska,2019
667,497,Missouri,2019
754,371,New Mexico,2020
239,573,Montana,2019
745,653,West Virginia,2021
494,740,Oregon,2021
714,652,North Dakota,2021
385,562,Mississippi,2021
642,598,Iowa,2021
757,275,Montana,2020
617,230,Kansas,2020
244,240,South Carolina,2019
417,441,Oregon,2020
239,631,Arizona,2020
230,659,Virginia,2019
519,549,Delaware,2019
392,666,New Jersey,2019
480,296,Minnesota,2019
581,637,Maryland,2021
731,649,Oklahoma,2020
245,785,South Carolina,2021
729,591,Utah,2021
502,738,Minnesota,2020
203,770,Colorado,2021
787,269,Montana,2019
337,694,Maine,2020
219,580,Ohio,2019
294,527,Wyoming,2020
535,547,Oklahoma,2020
354,765,Alabama,2021
415,539,Alabama,2021
443,773,Minnesota,2020
273,743,Maine,2021
211,289,West Virginia,2019
368,747,Maryland,2021
733,547,Colorado,2019
249,729,Delaware,2021
584,212,Nevada,2021
369,277,Colorado,2020
519,775,Pennsylvania,2019
386,380,Tennessee,2021
739,317,Texas,2021
299,787,Colorado,2019
479,374,Maryland,2019
324,233,South Carolina,2020
576,541,Connecticut,2019
223,485,Maryland,2020
374,316,North Dakota,2019
745,422,Oklahoma,2020
310,699,West Virginia,2021
521,349,Ohio,2019
533,516,New York,2019
656,347,Idaho,2021
507,798,Delaware,2021
469,407,Iowa,2021
746,696,Pennsylvania,2021
713,638,Arizona,2021
606,716,Massachusetts,2019
339,329,Iowa,2019
646,630,Virginia,2021
583,636,California,2021
675,401,Oregon,2019
569,677,Indiana,2019
377,347,Illinois,2021
250,692,New Mexico,2019
485,541,Montana,2019
315,687,Vermont,2020
621,250,New Hampshire,2020
336,713,Montana,2019
610,558,California,2019
290,459,Delaware,2021
604,530,Georgia,2020
433,313,Alaska,2021
251,623,Tennessee,2021
479,549,Indiana,2021
605,787,Tennessee,2019
698,212,Ohio,2020
336,285,Alabama,2020
332,628,North Dakota,2019
625,252,Indiana,2021
546,624,Louisiana,2019
547,581,Iowa,2021
722,259,Texas,2021
551,352,California,2019
770,268,New Jersey,2020
363,234,West Virginia,2020
764,726,Nebraska,2020
497,342,West Virginia,2019
668,752,Iowa,2021
681,313,Idaho,2020
322,474,Iowa,2019
326,267,Utah,2021
793,255,Kansas,2021
509,264,California,2021
231,358,North Carolina,2020
444,394,Hawaii,2021
561,608,Alaska,2019
349,227,Ohio,2019
358,791,Pennsylvania,2020
458,264,Colorado,2019
778,708,New Hampshire,2020
400,636,Montana,2021
709,649,Ohio,2019
780,632,Wyoming,2019
446,671,Alaska,2019
739,613,Massachusetts,2021
278,260,North Dakota,2019
621,729,Michigan,2019
586,397,Alaska,2021
528,647,South Carolina,2020
272,572,Delaware,2020
200,303,Oregon,2019
445,357,Louisiana,2019
439,499,Arkansas,2020
407,219,Nevada,2021
447,705,Rhode Island,2021
416,794,Wyoming,2020
474,728,Maine,2019
725,306,Missouri,2021
517,320,North Dakota,2020
624,441,Virginia,2019
362,712,North Carolina,2020
638,382,Michigan,2020
772,582,Arkansas,2021
495,242,Delaware,2020
265,575,Connecticut,2020
409,680,Maine,2021
661,339,Montana,2021
775,258,North Dakota,2019
259,754,Massachusetts,2021
537,408,Delaware,2019
525,357,Massachusetts,2020
499,470,Arizona,2020
783,719,Florida,2019
418,220,Florida,2020
555,411,Iowa,2019
409,749,Virginia,2020
338,761,South Carolina,2019
798,614,Arizona,2019
551,402,Indiana,2020
238,285,Georgia,2021
494,457,New Hampshire,2019
562,219,Louisiana,2021
402,706,Oregon,2019
216,769,Minnesota,2021
740,325,Washington,2020
753,436,Ohio,2020
242,792,Montana,2021
537,215,Montana,2021
336,434,North Carolina,2019
368,371,Arkansas,2021
678,675,Georgia,2019
524,335,Arkansas,2021
254,660,Maine,2021
681,458,Missouri,2020
374,697,Arizona,2019
334,601,Maryland,2020
532,398,Nebraska,2020
366,219,Illinois,2019
292,795,Pennsylvania,2019
368,444,Missouri,2019
779,467,Kansas,2020
735,401,Montana,2019
572,506,Louisiana,2019
519,688,Kentucky,2020
536,752,North Carolina,2019
458,451,Virginia,2019
402,561,Washington,2020
243,792,Delaware,2020
227,720,Nebraska,2020
618,463,Connecticut,2019
359,211,Hawaii,2019
239,290,Maine,2019
265,655,Wyoming,2021
309,265,Colorado,2020
237,326,Connecticut,2021
650,752,Illinois,2020
586,673,Massachusetts,2021
363,353,Rhode Island,2021
525,423,North Dakota,2019
451,796,Wisconsin,2021
438,799,California,2020
453,579,California,2020
446,732,Maryland,2020
424,417,Mississippi,2021
661,713,Indiana,2019
639,531,Hawaii,2021
472,313,Wisconsin,2019
255,715,New Jersey,2019
361,516,South Dakota,2020
248,530,Iowa,2020
480,447,Massachusetts,2021
725,499,Oregon,2019
641,719,Kentucky,2021
284,641,New Jersey,2019
550,420,Utah,2021
653,649,Illinois,2019
564,400,New York,2020
543,660,North Carolina,2021
613,679,Kentucky,2020
552,663,Wisconsin,2019
609,213,Mississippi,2021
747,797,California,2021
589,689,Florida,2020
682,349,Iowa,2020
658,213,Florida,2021
453,721,California,2019
343,579,Maryland,2019
594,682,Tennessee,2020
502,751,New Mexico,2021
686,415,Hawaii,2021
449,655,North Dakota,2019
450,580,Minnesota,2020
360,491,Mississippi,2019
709,313,Alaska,2021
744,448,New Mexico,2019
577,657,Vermont,2021
380,676,New Hampshire,2019
389,422,Washington,2020
640,797,Rhode Island,2020
649,380,Florida,2019
359,232,Arizona,2021
300,304,Illinois,2021
657,451,Pennsylvania,2019
239,598,North Dakota,2019
260,484,Oklahoma,2020
475,243,Arizona,2020
522,301,Minnesota,2021
659,266,Idaho,2019
499,721,Maine,2021
742,757,Minnesota,2019
766,306,Georgia,2019
428,525,South Dakota,2020
257,239,Alabama,2021
794,318,North Dakota,2021
401,404,South Carolina,2021
451,605,Connecticut,2021
521,255,North Carolina,2020
620,375,Michigan,2019
557,274,Maryland,2021
731,660,Georgia,2021
267,634,Iowa,2019
721,670,Idaho,2019
648,210,Delaware,2020
329,236,Hawaii,2020
356,432,Montana,2021
508,349,Nevada,2020
355,632,Wyoming,2021
420,418,Texas,2020
757,429,Alaska,2019
417,335,Virginia,2021
557,394,North Dakota,2020
502,548,Illinois,2019
369,652,New York,2019
266,632,Indiana,2021
790,697,Alaska,2021
389,215,California,2019
725,252,Arizona,2019
371,521,Connecticut,2019
481,230,Georgia,2020
537,563,Tennessee,2021
368,704,Oklahoma,2020
697,503,Illinois,2019
220,326,Texas,2020
426,602,Washington,2019
374,464,Delaware,2020
259,328,Kentucky,2021
575,263,Maryland,2021
782,540,Ohio,2019
783,434,West Virginia,2021
720,459,North Dakota,2020
746,341,Wyoming,2021
586,299,Alaska,2021
715,228,New Jersey,2021
668,457,Texas,2019
448,564,California,2019
715,213,Arkansas,2019
523,533,Wisconsin,2019
551,591,Louisiana,2019
259,687,Oregon,2021
548,423,Missouri,2019
332,763,Oklahoma,2021
492,521,Indiana,2020
511,760,Kansas,2019
572,342,New Jersey,2021
735,380,Oregon,2021
312,687,Alabama,2020
773,733,Maine,2020
252,274,Connecticut,2021
305,466,Georgia,2021
386,653,Maryland,2020
743,736,Maryland,2019
250,360,Missouri,2019
658,233,Mississippi,2020
700,224,Connecticut,2021
349,457,Connecticut,2020
534,516,Pennsylvania,2020
732,772,Arizona,2020
302,286,West Virginia,2020
466,653,South Dakota,2020
610,724,North Carolina,2021
445,634,New York,2021
557,344,Michigan,2020
348,446,Arizona,2021
667,752,Vermont,2020
757,425,Rhode Island,2019
367,581,Alabama,2020
547,364,Colorado,2020
663,714,North Carolina,2019
311,200,Montana,2019
730,495,North Carolina,2020
529,632,Washington,2020
786,728,New Jersey,2021
454,652,Nevada,2019
392,567,Michigan,2021
509,304,Ohio,2021
534,542,Florida,2019
512,272,New Jersey,2020
570,702,Maryland,2019
627,519,Alaska,2019
767,260,North Carolina,2021
441,678,Kentucky,2019
713,249,Wisconsin,2020
774,648,Michigan,2021
307,247,Massachusetts,2021
316,756,Wyoming,2020
664,692,Texas,2021
652,461,New Jersey,2020
471,745,Missouri,2020
273,390,South Carolina,2020
322,770,Delaware,2021
634,479,Delaware,2021
642,248,Oklahoma,2020
598,337,Idaho,2020
664,255,Kentucky,2020
352,496,Georgia,2020
297,418,Kansas,2020
720,237,Arizona,2021
618,750,Missouri,2019
751,545,Ohio,2020
331,347,Pennsylvania,2021
396,578,Kansas,2021
231,287,North Carolina,2021
633,588,Indiana,2019
464,279,Tennessee,2020
712,379,North Dakota,2020
528,575,New Jersey,2020
454,257,Nevada,2019
743,783,North Dakota,2020
779,745,Delaware,2021
364,333,Vermont,2021
691,786,Arizona,2019
590,338,Maine,2020
760,494,Connecticut,2020
555,523,Nebraska,2021
694,495,North Carolina,2019
218,684,Kansas,2020
